"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2022-12-01 00:00:00,17090.14,17094.65,17068.3,17078.16,0,54,
2022-12-01 00:05:00,17078.25,17092.52,17057.36,17085.94,7.779999999998836,60,
2022-12-01 00:10:00,17085.94,17091.99,17053.13,17085.74,-0.19999999999708962,65,
2022-12-01 00:15:00,17085.74,17089.19,17054.9,17054.9,-30.840000000000146,60,
2022-12-01 00:20:00,17054.84,17081.49,17054.34,17076.15,21.25,49,
2022-12-01 00:25:00,17076.15,17080.79,17061.99,17064.43,-11.720000000001164,70,
2022-12-01 00:30:00,17064.43,17081.12,17058.79,17069.96,5.529999999998836,67,
2022-12-01 00:35:00,17075.72,17083.5,17061.54,17075.8,5.8400000000001455,59,
2022-12-01 00:40:00,17075.8,17097.65,17052.24,17097.65,21.850000000002183,62,
2022-12-01 00:45:00,17097.65,17097.65,17064.34,17078.39,-19.260000000002037,63,
2022-12-01 00:50:00,17078.39,17114.04,17070.46,17097.47,19.080000000001746,74,
2022-12-01 00:55:00,17096.3,17108.9,17079.07,17086.51,-10.960000000002765,46,
2022-12-01 01:00:00,17086.58,17108.53,17081.43,17082.02,-4.489999999997963,69,
2022-12-01 01:05:00,17081.94,17097.98,17067.58,17076.14,-5.880000000001019,53,
2022-12-01 01:10:00,17078.09,17092.5,17073.06,17090.75,14.610000000000582,56,
2022-12-01 01:15:00,17090.75,17093.01,17062.58,17074.44,-16.31000000000131,65,
2022-12-01 01:20:00,17074.44,17093.2,17067.74,17069.47,-4.969999999997526,61,
2022-12-01 01:25:00,17069.47,17104.67,17069.03,17091.3,21.82999999999811,68,
2022-12-01 01:30:00,17087.57,17100.6,17074.38,17080.91,-10.389999999999418,67,
2022-12-01 01:35:00,17075.81,17087.04,17051.16,17087.04,6.130000000001019,64,
2022-12-01 01:40:00,17089.21,17105.36,17075.71,17105.36,18.31999999999971,58,
2022-12-01 01:45:00,17093.63,17106.86,17075.83,17080.96,-24.400000000001455,71,
2022-12-01 01:50:00,17080.96,17099.3,17041.86,17046.2,-34.7599999999984,74,
2022-12-01 01:55:00,17046.2,17074.03,17038.94,17051.95,5.75,69,
2022-12-01 02:00:00,17051.95,17057.07,17015.06,17053.37,1.4199999999982538,73,
2022-12-01 02:05:00,17060.22,17060.22,17027.8,17051.33,-2.039999999997235,71,
2022-12-01 02:10:00,17051.33,17054.91,17013.89,17054.91,3.5799999999981083,68,
2022-12-01 02:15:00,17054.58,17063.83,17038.16,17050.08,-4.829999999998108,64,
2022-12-01 02:20:00,17050.08,17069.28,17046.84,17058.03,7.94999999999709,68,
2022-12-01 02:25:00,17058.08,17061.09,17040.07,17056.83,-1.1999999999970896,60,
2022-12-01 02:30:00,17057.83,17057.85,17026,17052.62,-4.210000000002765,71,
2022-12-01 02:35:00,17052.62,17067.53,17045.5,17046.84,-5.779999999998836,65,
2022-12-01 02:40:00,17048.19,17075.91,17044.69,17045.23,-1.610000000000582,43,
