"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2022-02-01 00:00:00,38526.56,38526.66,38519.39,38520.33,0,105,
2022-02-01 00:05:00,38520.31,38521.8,38481.33,38510.86,-9.470000000001164,110,
2022-02-01 00:10:00,38510.86,38513.02,38443.05,38488.82,-22.040000000000873,100,
2022-02-01 00:15:00,38488.82,38501.03,38442.98,38461.77,-27.05000000000291,99,
2022-02-01 00:20:00,38461.77,38473.57,38412,38448.52,-13.25,99,
2022-02-01 00:25:00,38448.52,38470.79,38320.43,38320.93,-127.58999999999651,98,
2022-02-01 00:30:00,38320.93,38322.23,38315.37,38320.21,-0.7200000000011642,77,
2022-02-01 00:35:00,38319.55,38325.01,38319.55,38325.01,4.80000000000291,98,
2022-02-01 00:40:00,38325.01,38325.2,38324.7,38324.75,-0.26000000000203727,93,
2022-02-01 00:45:00,38324.75,38324.75,38317.9,38317.9,-6.849999999998545,79,
2022-02-01 00:50:00,38317.9,38324.2,38317.9,38324.14,6.239999999997963,87,
2022-02-01 00:55:00,38324.14,38325.07,38321.54,38325.07,0.930000000000291,89,
2022-02-01 01:00:00,38325.07,38325.3,38323.2,38324.96,-0.11000000000058208,92,
2022-02-01 01:05:00,38324.96,38325.29,38324.88,38325.2,0.23999999999796273,80,
2022-02-01 01:10:00,38325.2,38329.56,38325.2,38329.56,4.360000000000582,75,
2022-02-01 01:15:00,38329.56,38360.87,38328.71,38360.59,31.029999999998836,97,
2022-02-01 01:20:00,38360.48,38372.62,38360.22,38371.9,11.310000000004948,93,
2022-02-01 01:25:00,38371.9,38410.87,38367.07,38410.66,38.76000000000204,77,
2022-02-01 01:30:00,38410.66,38411.07,38410.57,38410.57,-0.0900000000037835,80,
2022-02-01 01:35:00,38410.57,38411.12,38396.94,38400.89,-9.680000000000291,81,
2022-02-01 01:40:00,38400.41,38403.25,38396.36,38396.36,-4.529999999998836,94,
2022-02-01 01:45:00,38396.36,38397.44,38396.29,38397.14,0.7799999999988358,107,
2022-02-01 01:50:00,38397.14,38397.57,38396.77,38396.91,-0.22999999999592546,90,
2022-02-01 01:55:00,38396.91,38400.7,38396.91,38400.06,3.1499999999941792,89,
2022-02-01 02:00:00,38400.06,38403.16,38397.22,38399,-1.0599999999976717,109,
2022-02-01 02:05:00,38399,38428.05,38398.67,38425.47,26.470000000001164,107,
2022-02-01 02:10:00,38428.05,38444.3,38417.44,38437.75,12.279999999998836,93,
2022-02-01 02:15:00,38437.75,38545.35,38436.45,38541.95,104.19999999999709,80,
2022-02-01 02:20:00,38541.95,38545.42,38541.85,38545.42,3.470000000001164,86,
2022-02-01 02:25:00,38545.42,38549.1,38545.41,38549.1,3.680000000000291,88,
2022-02-01 02:30:00,38549.1,38549.1,38549.08,38549.08,-0.01999999999679858,104,
2022-02-01 02:35:00,38549.08,38549.08,38524.63,38524.75,-24.330000000001746,93,
2022-02-01 02:40:00,38524.75,38525.16,38524.24,38524.24,-0.5100000000020373,98,
2022-02-01 02:45:00,38524.24,38524.24,38507.75,38507.92,-16.31999999999971,88,
2022-02-01 02:50:00,38507.92,38516.8,38507.83,38516.8,8.880000000004657,99,
2022-02-01 02:55:00,38516.64,38533.57,38511.56,38516.29,-0.5100000000020373,99,
2022-02-01 03:00:00,38516.29,38534.89,38513.38,38520.84,4.549999999995634,96,
2022-02-01 03:05:00,38517.74,38993.77,38517.74,38992.25,471.4100000000035,101,
2022-02-01 03:10:00,38992.25,38996.78,38992.05,38992.08,-0.16999999999825377,99,
2022-02-01 03:15:00,38992.08,38992.08,38982.41,38984.55,-7.529999999998836,99,
2022-02-01 03:20:00,38984.55,38989.35,38925.79,38957.75,-26.80000000000291,103,
2022-02-01 03:25:00,38957.75,38966.07,38452.65,38452.65,-505.09999999999854,102,
2022-02-01 03:30:00,38452.65,38453.01,38446.82,38447.49,-5.1600000000034925,102,
2022-02-01 03:35:00,38447.49,38447.62,38435.74,38445.5,-1.9899999999979627,98,
2022-02-01 03:40:00,38445.8,38446.97,38385.98,38410.94,-34.55999999999767,101,
2022-02-01 03:45:00,38387.61,38433.89,38377.9,38420.95,10.009999999994761,105,
2022-02-01 03:50:00,38420.95,38428.2,38389.77,38412.35,-8.599999999998545,114,
2022-02-01 03:55:00,38412.34,38431.07,38395.32,38428.61,16.260000000002037,103,
2022-02-01 04:00:00,38428.61,38429.92,38315.4,38348.65,-79.95999999999913,105,
2022-02-01 04:05:00,38348.65,38435.12,38348.65,38427.98,79.33000000000175,101,
2022-02-01 04:10:00,38427.98,38432.13,38394.4,38424.6,-3.3800000000046566,104,
2022-02-01 04:15:00,38423.38,38435.74,38304.32,38325.54,-99.05999999999767,106,
2022-02-01 04:20:00,38325.54,38362.19,38241.44,38346.99,21.44999999999709,111,
2022-02-01 04:25:00,38351.87,38379.18,38148.86,38149.02,-197.97000000000116,104,
2022-02-01 04:30:00,38149.02,38153.04,38148.84,38152.59,3.569999999999709,99,
2022-02-01 04:35:00,38152.59,38161.68,38152.21,38160.64,8.05000000000291,102,
2022-02-01 04:40:00,38160.64,38180.96,38158.43,38180.96,20.31999999999971,101,
2022-02-01 04:45:00,38180.96,38181.65,38157.29,38157.82,-23.139999999999418,93,
2022-02-01 04:50:00,38157.82,38247.61,38157.81,38247.45,89.62999999999738,105,
2022-02-01 04:55:00,38247.45,38247.45,38236.83,38246.8,-0.6499999999941792,100,
2022-02-01 05:00:00,38246.8,38268.34,38246.67,38266.16,19.360000000000582,104,
2022-02-01 05:05:00,38266.16,38268.4,38266.16,38267.71,1.5499999999956344,109,
2022-02-01 05:10:00,38267.82,38268.95,38267.46,38268.95,1.2399999999979627,105,
2022-02-01 05:15:00,38268.95,38269.53,38268.95,38269.53,0.5800000000017462,108,
2022-02-01 05:20:00,38269.53,38278.73,38269.49,38274.81,5.279999999998836,103,
2022-02-01 05:25:00,38274.81,38297.97,38274.81,38294.88,20.06999999999971,86,
2022-02-01 05:30:00,38294.88,38316.25,38280.72,38296.5,1.6200000000026193,84,
2022-02-01 05:35:00,38296.5,38296.5,38277.22,38277.43,-19.06999999999971,85,
2022-02-01 05:40:00,38277.43,38361.52,38277.04,38361.52,84.08999999999651,90,
2022-02-01 05:45:00,38361.52,38361.52,38360.75,38361.21,-0.3099999999976717,87,
2022-02-01 05:50:00,38361.21,38363.84,38361.17,38363.84,2.6299999999973807,93,
2022-02-01 05:55:00,38363.84,38377.29,38363.15,38373.38,9.540000000000873,107,
2022-02-01 06:00:00,38373.38,38374.6,38364.8,38366.66,-6.719999999993888,95,
2022-02-01 06:05:00,38366.66,38376.71,38362.57,38371.09,4.429999999993015,103,
2022-02-01 06:10:00,38371.09,38396.95,38367.47,38396.71,25.62000000000262,100,
2022-02-01 06:15:00,38396.71,38406.58,38372.82,38373.69,-23.0199999999968,96,
2022-02-01 06:20:00,38373.69,38436.16,38370.8,38411.79,38.099999999998545,100,
2022-02-01 06:25:00,38411.79,38450.5,38389.17,38418.18,6.389999999999418,97,
2022-02-01 06:30:00,38418.18,38489.57,38390.55,38407.67,-10.510000000002037,104,
2022-02-01 06:35:00,38407.67,38560.42,38396.01,38504.04,96.37000000000262,102,
2022-02-01 06:40:00,38504.04,38504.04,38416.82,38482.41,-21.62999999999738,100,
2022-02-01 06:45:00,38470.75,38538.79,38397.77,38398.17,-84.24000000000524,109,
2022-02-01 06:50:00,38398.17,38430.16,38392.95,38414.6,16.43000000000029,99,
2022-02-01 06:55:00,38414.6,38477.23,38401.95,38435,20.400000000001455,101,
2022-02-01 07:00:00,38435,38684.18,38409.6,38684.05,249.0500000000029,94,
2022-02-01 07:05:00,38684.05,38684.35,38684.04,38684.15,0.09999999999854481,95,
2022-02-01 07:10:00,38684.15,38684.15,38675.25,38677.07,-7.080000000001746,99,
2022-02-01 07:15:00,38677.07,38684.45,38673.73,38684.45,7.379999999997381,101,
2022-02-01 07:20:00,38684.45,38687.95,38684.45,38686.77,2.319999999999709,98,
2022-02-01 07:25:00,38686.77,38688.73,38639.05,38661.36,-25.409999999996217,96,
2022-02-01 07:30:00,38661.36,38661.37,38615.89,38616.27,-45.09000000000378,92,
2022-02-01 07:35:00,38616.27,38658.26,38601.18,38650.04,33.770000000004075,97,
2022-02-01 07:40:00,38650.04,38695.84,38650.04,38686.01,35.970000000001164,93,
2022-02-01 07:45:00,38686.14,38699.24,38665.96,38670.91,-15.099999999998545,88,
2022-02-01 07:50:00,38670.91,38791.63,38669.46,38767.35,96.43999999999505,94,
2022-02-01 07:55:00,38767.35,38767.35,38691.89,38717.98,-49.36999999999534,87,
2022-02-01 08:00:00,38719.68,38727.76,38687.79,38727.76,9.779999999998836,93,
2022-02-01 08:05:00,38727.76,38763.8,38699.56,38736.02,8.259999999994761,92,
2022-02-01 08:10:00,38736.02,38775.55,38710.46,38727.95,-8.069999999999709,95,
2022-02-01 08:15:00,38727.95,38796.34,38696.68,38712.31,-15.639999999999418,94,
2022-02-01 08:20:00,38712.31,38902.12,38712.31,38902.12,189.81000000000495,91,
2022-02-01 08:25:00,38902.12,38939.16,38902.12,38938.25,36.12999999999738,96,
2022-02-01 08:30:00,38938.25,38938.25,38903.25,38905.08,-33.169999999998254,94,
2022-02-01 08:35:00,38905.08,38940.73,38905.08,38918.86,13.779999999998836,98,
2022-02-01 08:40:00,38918.86,38928.69,38884.04,38884.04,-34.81999999999971,99,
2022-02-01 08:45:00,38884.04,38884.04,38731.92,38840.83,-43.20999999999913,97,
2022-02-01 08:50:00,38840.83,38896.66,38745.77,38832.93,-7.900000000001455,96,
2022-02-01 08:55:00,38832.93,38836.38,38657.91,38774.54,-58.38999999999942,103,
2022-02-01 09:00:00,38758.11,38830.65,38610.09,38727.89,-46.650000000001455,99,
2022-02-01 09:05:00,38728.82,38748.17,38486.91,38582.41,-145.47999999999593,97,
2022-02-01 09:10:00,38582.41,38832.96,38499,38776.54,194.12999999999738,100,
2022-02-01 09:15:00,38776.54,38780.35,38344.64,38344.64,-431.90000000000146,98,
2022-02-01 09:20:00,38344.64,38360.27,38344.27,38359.54,14.900000000001455,91,
2022-02-01 09:25:00,38359.54,38376.41,38352.34,38361.82,2.279999999998836,99,
2022-02-01 09:30:00,38361.82,38379.89,38350.49,38359.08,-2.7399999999979627,102,
2022-02-01 09:35:00,38359.08,38360.62,38345.61,38354.69,-4.389999999999418,98,
2022-02-01 09:40:00,38354.69,38354.69,38343.84,38344,-10.690000000002328,102,
