"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2023-12-01 00:00:00,38116.62,38116.62,38116.37,38116.4,0,69,
2023-12-01 00:05:00,38116.38,38116.59,38115.98,38116.57,0.16999999999825377,64,
2023-12-01 00:10:00,38116.57,38116.61,38116.57,38116.59,0.01999999999679858,63,
2023-12-01 00:15:00,38116.59,38116.59,38116.55,38116.55,-0.03999999999359716,61,
2023-12-01 00:20:00,38116.55,38116.61,38116.55,38116.6,0.049999999995634425,63,
2023-12-01 00:25:00,38116.6,38116.6,38116.46,38116.53,-0.06999999999970896,54,
2023-12-01 00:30:00,38116.53,38116.61,38116.53,38116.6,0.06999999999970896,57,
2023-12-01 00:35:00,38116.6,38116.68,38116.6,38116.65,0.05000000000291038,68,
2023-12-01 00:40:00,38116.65,38116.68,38116.63,38116.68,0.029999999998835847,56,
2023-12-01 00:45:00,38116.68,38116.87,38116.66,38116.87,0.1900000000023283,46,
2023-12-01 00:50:00,38116.75,38117.39,38116.68,38117.19,0.31999999999970896,64,
2023-12-01 00:55:00,38117.19,38117.81,38116.73,38116.9,-0.2900000000008731,88,
2023-12-01 01:00:00,38116.9,38117.55,38116.77,38117.01,0.11000000000058208,80,
2023-12-01 01:05:00,38117.01,38117.99,38116.86,38117.4,0.3899999999994179,86,
2023-12-01 01:10:00,38117.46,38119.07,38117.39,38117.39,-0.010000000002037268,75,
2023-12-01 01:15:00,38117.39,38118.96,38117.3,38118.69,1.3000000000029104,89,
2023-12-01 01:20:00,38118.69,38118.94,38117.34,38118.36,-0.33000000000174623,85,
2023-12-01 01:25:00,38118.36,38127.36,38117.3,38121.47,3.110000000000582,71,
2023-12-01 01:30:00,38120.42,38123.14,38117.65,38117.7,-3.7700000000040745,77,
2023-12-01 01:35:00,38117.7,38120.39,38117.33,38118.53,0.8300000000017462,82,
2023-12-01 01:40:00,38117.87,38118.8,38117.26,38118.8,0.27000000000407454,83,
2023-12-01 01:45:00,38118.8,38123.57,38117.29,38117.29,-1.5100000000020373,88,
