"Date Time","Open","High","Low","Close","Change","Volume","Open Interest"
2023-07-01 00:00:00,30388.45,30402.62,30388.45,30402.62,0,96,
2023-07-01 00:05:00,30402.62,30409.49,30402.11,30405.64,3.0200000000004366,91,
2023-07-01 00:10:00,30405.64,30410.78,30399.59,30407.14,1.5,85,
2023-07-01 00:15:00,30407.14,30439.36,30407.14,30437.35,30.209999999999127,92,
2023-07-01 00:20:00,30437.35,30437.35,30411.23,30414.64,-22.709999999999127,100,
2023-07-01 00:25:00,30411.23,30412.82,30409.6,30409.92,-4.720000000001164,91,
2023-07-01 00:30:00,30409.92,30419.11,30402.95,30407.04,-2.8799999999973807,96,
2023-07-01 00:35:00,30407.3,30416.54,30407.3,30415.26,8.219999999997526,90,
2023-07-01 00:40:00,30415.22,30423.17,30415.22,30422.1,6.8400000000001455,89,
2023-07-01 00:45:00,30422.1,30424.14,30412.06,30417.35,-4.75,89,
2023-07-01 00:50:00,30417.35,30420.1,30409.93,30417.42,0.06999999999970896,89,
2023-07-01 00:55:00,30417.42,30433.77,30417.29,30432.82,15.400000000001455,90,
2023-07-01 01:00:00,30432.82,30444.95,30432.46,30444.94,12.119999999998981,95,
2023-07-01 01:05:00,30443.62,30449.8,30433.97,30437.37,-7.569999999999709,88,
2023-07-01 01:10:00,30437.37,30442.44,30437.35,30442.11,4.740000000001601,90,
2023-07-01 01:15:00,30442.11,30444.79,30424.03,30424.13,-17.979999999999563,98,
2023-07-01 01:20:00,30424.13,30433.42,30421.27,30421.27,-2.860000000000582,100,
2023-07-01 01:25:00,30421.25,30423.98,30419.76,30423.98,2.709999999999127,98,
2023-07-01 01:30:00,30423.98,30427.99,30409.89,30409.89,-14.090000000000146,85,
2023-07-01 01:35:00,30409.89,30413.67,30402.08,30409.12,-0.7700000000004366,89,
2023-07-01 01:40:00,30409.12,30419.55,30409.12,30410.79,1.6700000000018917,88,
2023-07-01 01:45:00,30410.79,30425.42,30410.79,30425.42,14.62999999999738,102,
2023-07-01 01:50:00,30425.42,30462.55,30421.84,30458.35,32.93000000000029,96,
2023-07-01 01:55:00,30458.34,30458.34,30436.83,30453.39,-4.959999999999127,90,
2023-07-01 02:00:00,30453.39,30453.39,30443.38,30451.61,-1.7799999999988358,99,
2023-07-01 02:05:00,30451.61,30453.28,30450,30453.26,1.6499999999978172,95,
2023-07-01 02:10:00,30453.26,30453.26,30421.26,30423.32,-29.93999999999869,94,
2023-07-01 02:15:00,30423.32,30423.99,30415.84,30415.84,-7.479999999999563,101,
2023-07-01 02:20:00,30415.84,30429.99,30415.84,30424.02,8.180000000000291,94,
2023-07-01 02:25:00,30424.02,30424.02,30408.04,30416.02,-8,95,
2023-07-01 02:30:00,30416.02,30448.31,30416.02,30448.31,32.29000000000087,91,
2023-07-01 02:35:00,30448.31,30448.31,30437.38,30437.38,-10.930000000000291,90,
2023-07-01 02:40:00,30437.38,30438.03,30429.99,30434.76,-2.6200000000026193,90,
2023-07-01 02:45:00,30434.76,30435.65,30433.39,30433.39,-1.3699999999989814,97,
2023-07-01 02:50:00,30433.39,30446.99,30433.39,30446.99,13.600000000002183,92,
2023-07-01 02:55:00,30446.99,30456.1,30446.99,30456.09,9.099999999998545,95,
2023-07-01 03:00:00,30456.09,30463.99,30456.09,30463.99,7.900000000001455,93,
2023-07-01 03:05:00,30463.99,30470.9,30462.01,30462.01,-1.9800000000032014,95,
2023-07-01 03:10:00,30462.01,30462.01,30449.2,30449.2,-12.809999999997672,87,
2023-07-01 03:15:00,30449.2,30452,30444.31,30444.31,-4.889999999999418,95,
2023-07-01 03:20:00,30444.31,30448.56,30437.58,30448.56,4.25,89,
2023-07-01 03:25:00,30448.56,30448.56,30431.42,30431.42,-17.140000000003056,93,
2023-07-01 03:30:00,30431.42,30431.42,30424.09,30424.09,-7.329999999998108,91,
2023-07-01 03:35:00,30424.09,30438.14,30424.09,30438.14,14.049999999999272,94,
2023-07-01 03:40:00,30438.14,30452.83,30438.14,30452.01,13.869999999998981,83,
2023-07-01 03:45:00,30452.01,30456.71,30452.01,30452.01,0,96,
2023-07-01 03:50:00,30452.01,30452.79,30447.66,30448.7,-3.3099999999976717,93,
2023-07-01 03:55:00,30448.7,30453.07,30441.23,30443.87,-4.830000000001746,95,
2023-07-01 04:00:00,30443.87,30450.29,30442.11,30450.29,6.420000000001892,96,
2023-07-01 04:05:00,30450.08,30453.04,30448.34,30453.04,2.75,92,
2023-07-01 04:10:00,30453.04,30453.05,30439.66,30442.65,-10.389999999999418,88,
2023-07-01 04:15:00,30442.65,30447.92,30441.08,30443.49,0.8400000000001455,95,
2023-07-01 04:20:00,30443.49,30452.42,30443.49,30452,8.5099999999984,89,
2023-07-01 04:25:00,30452,30462.35,30452,30462.35,10.349999999998545,95,
2023-07-01 04:30:00,30462.35,30462.59,30456.89,30461.88,-0.4699999999975262,88,
2023-07-01 04:35:00,30461.88,30461.88,30456.59,30459.23,-2.650000000001455,91,
2023-07-01 04:40:00,30459.23,30460.41,30453.34,30457.04,-2.1899999999986903,86,
2023-07-01 04:45:00,30457.47,30457.47,30445.74,30445.74,-11.299999999999272,79,
